age,gender,education level,job title,years of experience,country,race,senior,salary
24.0,Female,elementary,Software Developer,2.0,Canada,White,0,55000.0
36.0,Male,university,Data Scientist,12.0,Australia,White,1,170000.0
,Female,elementary,Software Engineer,5.0,USA,White,0,90000.0
29.0,Male,elementary,Front End Developer,4.0,China,Chinese,0,80000.0
42.0,Male,high school,Product Manager,14.0,Australia,Asian,0,180000.0
26.0,Male,elementary,Software Developer,2.0,USA,Asian,0,60000.0
35.0,Female,high school,Data Analyst,9.0,USA,African American,0,120000.0
27.0,Female,elementary,Software Engineer,3.0,Australia,Asian,0,70000.0
48.0,Male,university,Director of Data Science,18.0,China,Chinese,0,210000.0
34.0,Male,high school,Data Scientist,9.0,USA,Hispanic,0,140000.0
23.0,Female,elementary,Software Engineer,1.0,UK,Welsh,0,50000.0
32.0,Male,high school,Product Manager,7.0,USA,African American,0,110000.0
25.0,Female,high school,Software Engineer,2.0,Australia,Australian,0,60000.0
37.0,Male,elementary,Data Analyst,11.0,UK,White,0,160000.0
28.0,Male,elementary,Software Engineer,4.0,China,Chinese,0,75000.0
41.0,Female,university,Director of Data Science,16.0,Australia,Australian,0,200000.0
34.0,Male,,Data Analyst,8.0,Canada,Black,0,100000.0
24.0,Female,elementary,Software Developer,2.0,USA,African American,0,55000.0
36.0,Male,university,Data Scientist,12.0,USA,Hispanic,1,170000.0
30.0,Female,elementary,Software Engineer,5.0,UK,White,0,90000.0
29.0,Male,elementary,Front End Developer,4.0,China,White,0,80000.0
42.0,Male,,Product Manager,14.0,UK,Mixed,0,180000.0
26.0,Male,elementary,Software Developer,2.0,China,White,0,60000.0
35.0,Female,high school,Data Analyst,9.0,UK,Asian,0,120000.0
27.0,Female,,Software Engineer,3.0,UK,Mixed,0,70000.0
48.0,Male,university,Director of Data Science,18.0,Canada,Asian,0,210000.0
34.0,Male,high school,Data Scientist,9.0,Canada,Asian,0,140000.0
23.0,Female,elementary,Software Engineer,1.0,China,Korean,0,50000.0
32.0,Male,high school,Product Manager,7.0,UK,Welsh,0,110000.0
25.0,Female,high school,Software Engineer,2.0,USA,Asian,0,60000.0
,Male,elementary,Data Analyst,11.0,Canada,Asian,0,160000.0
28.0,Male,elementary,Software Engineer,4.0,Canada,Black,0,75000.0
41.0,Female,university,Director of Data Science,16.0,Canada,Black,0,200000.0
34.0,Male,high school,Data Analyst,8.0,USA,Hispanic,0,100000.0
24.0,Female,elementary,Software Developer,2.0,China,White,0,55000.0
,Male,university,Data Scientist,12.0,USA,White,1,170000.0
30.0,Female,elementary,Software Engineer,5.0,UK,Welsh,0,90000.0
29.0,Male,elementary,Front End Developer,4.0,China,White,0,80000.0
42.0,Male,high school,Product Manager,14.0,China,Korean,0,180000.0
26.0,Male,elementary,Software Developer,2.0,USA,White,0,60000.0
35.0,Female,,Data Analyst,9.0,China,Chinese,0,120000.0
27.0,Female,elementary,Software Engineer,3.0,Canada,Black,0,70000.0
48.0,Male,university,Director of Data Science,18.0,USA,White,0,210000.0
34.0,Male,high school,Data Scientist,9.0,Canada,Asian,0,140000.0
23.0,Female,elementary,Software Engineer,1.0,China,Korean,0,50000.0
32.0,Male,high school,Product Manager,7.0,Australia,Asian,0,110000.0
25.0,Female,high school,Software Engineer,2.0,Canada,White,0,60000.0
37.0,Male,elementary,Data Analyst,11.0,USA,African American,0,160000.0
28.0,Male,elementary,Software Engineer,4.0,Australia,Australian,0,75000.0
41.0,Female,university,Director of Data Science,16.0,UK,Mixed,0,200000.0
34.0,Male,,Data Analyst,8.0,USA,White,0,100000.0
24.0,Female,elementary,Software Developer,2.0,Australia,Asian,0,55000.0
36.0,Male,university,Data Scientist,12.0,China,Chinese,1,170000.0
30.0,Female,elementary,Software Engineer,5.0,USA,Hispanic,0,90000.0
29.0,Male,elementary,Front End Developer,4.0,UK,Welsh,0,80000.0
,Male,high school,Product Manager,14.0,China,White,0,180000.0
26.0,Male,elementary,Software Developer,2.0,Canada,White,0,60000.0
35.0,Female,high school,Data Analyst,9.0,Australia,Asian,0,120000.0
27.0,Female,elementary,Software Engineer,3.0,China,Korean,0,70000.0
48.0,Male,,Director of Data Science,18.0,Canada,Asian,0,210000.0
,Male,high school,Data Scientist,9.0,China,Chinese,0,140000.0
23.0,Female,elementary,Software Engineer,1.0,USA,Hispanic,0,50000.0
32.0,Male,high school,Product Manager,7.0,Canada,Asian,0,110000.0
25.0,Female,high school,Software Engineer,2.0,USA,Hispanic,0,60000.0
,Male,,Data Analyst,11.0,USA,White,0,160000.0
28.0,Male,elementary,Software Engineer,4.0,Australia,Australian,0,75000.0
41.0,Female,university,Director of Data Science,16.0,UK,Mixed,0,200000.0
34.0,Male,high school,Data Analyst,8.0,China,Chinese,0,100000.0
24.0,Female,elementary,Software Developer,2.0,China,Chinese,0,55000.0
36.0,Male,university,Data Scientist,12.0,UK,White,1,170000.0
,Female,,Software Engineer,5.0,USA,African American,0,90000.0
29.0,Male,elementary,Front End Developer,4.0,China,White,0,80000.0
42.0,Male,high school,Product Manager,14.0,China,White,0,180000.0
26.0,Male,elementary,Software Developer,2.0,Australia,Australian,0,60000.0
35.0,Female,high school,Data Analyst,9.0,China,Korean,0,120000.0
27.0,Female,elementary,Software Engineer,3.0,China,White,0,70000.0
48.0,Male,university,Director of Data Science,18.0,UK,Welsh,0,210000.0
34.0,Male,high school,Data Scientist,9.0,UK,Welsh,0,140000.0
,Female,elementary,Software Engineer,1.0,Australia,White,0,50000.0
32.0,Male,high school,Product Manager,7.0,USA,African American,0,110000.0
25.0,Female,high school,Software Engineer,2.0,UK,Asian,0,60000.0
37.0,Male,elementary,Data Analyst,11.0,USA,Asian,0,160000.0
28.0,Male,elementary,Software Engineer,4.0,USA,African American,0,75000.0
41.0,Female,university,Director of Data Science,16.0,China,Korean,0,200000.0
34.0,Male,high school,Data Analyst,8.0,China,Korean,0,100000.0
24.0,Female,elementary,Software Developer,2.0,USA,African American,0,55000.0
36.0,Male,university,Data Scientist,12.0,USA,African American,1,170000.0
30.0,Female,elementary,Software Engineer,5.0,China,Korean,0,90000.0
,Male,elementary,Front End Developer,4.0,USA,Hispanic,0,80000.0
42.0,Male,high school,Product Manager,14.0,USA,Hispanic,0,180000.0
26.0,Male,elementary,Software Developer,2.0,Canada,Asian,0,60000.0
35.0,Female,high school,Data Analyst,9.0,Canada,White,0,120000.0
27.0,Female,elementary,Software Engineer,3.0,China,Chinese,0,70000.0
48.0,Male,university,Director of Data Science,18.0,Australia,White,0,210000.0
29.0,Female,elementary,Full Stack Engineer,6.0,China,Chinese,0,103579.0
45.0,Male,high school,Software Engineer Manager,19.0,Canada,Asian,0,163780.0
36.0,Male,elementary,Front end Developer,12.0,Australia,Asian,0,137878.0
30.0,Female,high school,Project Engineer,4.0,China,White,1,92438.0
28.0,Male,high school,Full Stack Engineer,5.0,UK,Mixed,0,84181.0
46.0,Female,university,Software Engineer Manager,21.0,China,White,0,174821.0
34.0,Male,elementary,Back end Developer,10.0,China,Korean,0,126520.0
44.0,Male,high school,Software Engineer,18.0,Australia,Australian,1,152168.0
55.0,Female,university,Software Engineer Manager,29.0,UK,Welsh,0,190543.0
35.0,Male,high school,Full Stack Engineer,9.0,UK,Welsh,0,131547.0
54.0,Male,,Project Engineer,28.0,UK,Asian,1,192292.0
23.0,Female,university,Back end Developer,1.0,UK,White,0,52807.0
46.0,Male,high school,Software Engineer,20.0,USA,Hispanic,1,174938.0
33.0,Female,elementary,Full Stack Engineer,8.0,China,White,0,124071.0
26.0,Male,high school,Front end Developer,3.0,USA,Asian,0,73640.0
43.0,Female,university,Software Engineer Manager,19.0,China,White,0,156486.0
36.0,Male,high school,Full Stack Engineer,11.0,China,White,0,138859.0
23.0,Female,elementary,Project Engineer,0.0,Canada,White,1,52831.0
49.0,Male,high school,Software Engineer Manager,23.0,USA,Hispanic,0,182392.0
35.0,Female,high school,Full Stack Engineer,11.0,Canada,Black,0,151078.0
31.0,Male,elementary,Back end Developer,8.0,China,Chinese,0,100679.0
43.0,Male,high school,Full Stack Engineer,20.0,Australia,Australian,0,167924.0
33.0,Female,high school,Project Engineer,10.0,China,White,1,113334.0
52.0,Female,university,Software Engineer Manager,29.0,Canada,White,0,194778.0
28.0,Male,elementary,Full Stack Engineer,4.0,China,Korean,0,77606.0
36.0,Female,high school,Software Engineer,13.0,China,White,1,140010.0
43.0,Male,elementary,Project Engineer,20.0,USA,White,1,142421.0
50.0,Female,high school,Full Stack Engineer,24.0,China,Korean,0,192756.0
24.0,Male,university,Software Engineer Manager,1.0,Australia,Asian,0,106686.0
52.0,Male,high school,Software Engineer,27.0,China,White,1,186794.0
46.0,Female,elementary,Back end Developer,19.0,Canada,White,0,150729.0
38.0,Male,high school,Full Stack Engineer,15.0,UK,White,0,171652.0
29.0,Male,elementary,Project Engineer,6.0,USA,Asian,1,88552.0
33.0,Female,high school,Front end Developer,9.0,USA,Asian,0,119918.0
47.0,Male,university,Software Engineer Manager,21.0,China,Korean,0,174985.0
,Female,high school,Software Engineer,23.0,Canada,Asian,1,174336.0
28.0,Male,elementary,Back end Developer,4.0,Canada,White,0,72389.0
42.0,Female,high school,Full Stack Engineer,14.0,China,Chinese,0,163978.0
46.0,Male,elementary,Project Engineer,25.0,UK,Welsh,1,166958.0
38.0,Female,university,Software Engineer Manager,15.0,USA,Asian,0,145052.0
54.0,Male,high school,Software Engineer,32.0,China,White,1,195270.0
33.0,Female,high school,Full Stack Engineer,8.0,Canada,White,0,122970.0
27.0,Male,university,Back end Developer,4.0,Australia,White,0,80247.0
50.0,Female,elementary,Project Engineer,25.0,UK,Mixed,1,177862.0
26.0,Male,high school,Full Stack Engineer,4.0,USA,African American,0,91062.0
31.0,Female,high school,Software Engineer,6.0,Australia,Asian,1,114290.0
35.0,Male,elementary,Front end Developer,10.0,China,Korean,0,128999.0
,Female,university,Software Engineer Manager,18.0,China,White,0,162454.0
32.0,Male,high school,Project Engineer,8.0,USA,African American,1,122354.0
54.0,Male,elementary,Full Stack Engineer,25.0,UK,Welsh,0,179756.0
26.0,Female,high school,Front end Developer,3.0,Canada,White,0,73218.0
23.0,Male,university,Software Engineer Manager,0.0,UK,Mixed,0,52612.0
,Female,high school,Software Engineer,24.0,Canada,Black,1,184480.0
38.0,Male,elementary,Back end Developer,12.0,UK,Welsh,0,132442.0
30.0,Female,high school,Full Stack Engineer,5.0,Australia,White,0,102828.0
40.0,Male,high school,Software Engineer Manager,16.0,Canada,Asian,0,150301.0
,Female,elementary,Project Engineer,22.0,China,Korean,1,171468.0
36.0,Male,high school,Full Stack Engineer,13.0,UK,Asian,0,147326.0
52.0,Male,university,Software Engineer Manager,26.0,China,White,0,185982.0
31.0,Female,elementary,Software Engineer,7.0,Canada,White,1,108267.0
26.0,Male,high school,Full Stack Engineer,4.0,UK,Welsh,0,91397.0
30.0,Female,high school,Project Engineer,5.0,China,Chinese,1,100867.0
24.0,Male,elementary,Back end Developer,2.0,China,White,0,64182.0
45.0,Male,high school,Software Engineer,22.0,UK,Asian,1,182506.0
33.0,Female,high school,Full Stack Engineer,9.0,Australia,White,0,136986.0
38.0,Male,elementary,Front end Developer,11.0,Australia,Australian,0,136662.0
54.0,Female,university,Software Engineer Manager,32.0,USA,White,0,191510.0
42.0,Male,high school,Full Stack Engineer,19.0,UK,Asian,0,177347.0
28.0,Female,elementary,Project Engineer,3.0,USA,Hispanic,1,70397.0
34.0,Male,high school,Software Engineer Manager,9.0,USA,White,0,146075.0
46.0,Female,elementary,Back end Developer,18.0,UK,Mixed,0,155795.0
35.0,Male,high school,Full Stack Engineer,9.0,China,Korean,0,132638.0
,Female,university,Software Engineer Manager,22.0,UK,Welsh,0,178684.0
,Male,elementary,Software Engineer,7.0,USA,White,1,106218.0
54.0,Male,high school,Full Stack Engineer,28.0,USA,African American,0,191239.0
26.0,Female,high school,Front end Developer,2.0,UK,Asian,0,65840.0
23.0,Male,university,Software Engineer Manager,0.0,Canada,Asian,0,52779.0
48.0,Female,high school,Software Engineer,23.0,Canada,Asian,1,185038.0
,Male,elementary,Back end Developer,14.0,UK,White,0,136449.0
30.0,Female,high school,Full Stack Engineer,6.0,China,Korean,0,110707.0
40.0,Male,,Software Engineer Manager,17.0,Canada,Black,0,151670.0
,Female,elementary,Project Engineer,21.0,UK,Asian,1,167015.0
36.0,Male,high school,Full Stack Engineer,13.0,USA,Hispanic,0,146508.0
52.0,Male,university,Software Engineer Manager,27.0,UK,Asian,0,190596.0
31.0,Female,elementary,Software Engineer,6.0,UK,Welsh,1,104378.0
26.0,Male,high school,Full Stack Engineer,3.0,USA,White,0,70216.0
,Female,high school,Project Engineer,5.0,USA,White,1,101733.0
24.0,Male,elementary,Back end Developer,1.0,UK,Asian,0,55935.0
45.0,Male,high school,Software Engineer,21.0,China,Korean,1,180367.0
33.0,Female,high school,Full Stack Engineer,9.0,UK,Asian,0,135596.0
38.0,Male,elementary,Front end Developer,11.0,USA,White,0,136062.0
54.0,Female,university,Software Engineer Manager,32.0,Australia,Asian,0,191267.0
42.0,Male,high school,Full Stack Engineer,19.0,UK,White,0,177347.0
28.0,Female,elementary,Project Engineer,3.0,Australia,White,1,70397.0
34.0,Male,high school,Software Engineer Manager,9.0,Australia,Australian,0,146075.0
46.0,Female,elementary,Back end Developer,18.0,China,White,0,155795.0
35.0,Male,high school,Full Stack Engineer,9.0,China,White,0,132638.0
49.0,Female,,Software Engineer Manager,22.0,Canada,Asian,0,178684.0
32.0,Male,,Software Engineer,7.0,Australia,Australian,1,106218.0
54.0,Male,high school,Full Stack Engineer,28.0,Australia,Australian,0,191239.0
26.0,Female,high school,Front end Developer,2.0,Canada,Black,0,65840.0
,Male,university,Software Engineer Manager,0.0,China,Korean,0,52779.0
48.0,Female,high school,Software Engineer,23.0,USA,Hispanic,1,185038.0
38.0,Male,elementary,Back end Developer,14.0,China,Korean,0,136449.0
30.0,Female,high school,Full Stack Engineer,6.0,UK,Welsh,0,110707.0
40.0,Male,high school,Software Engineer Manager,17.0,Canada,White,0,151670.0
45.0,Female,elementary,Project Engineer,21.0,China,White,1,167015.0
36.0,Male,high school,Full Stack Engineer,13.0,Canada,White,0,146508.0
,Male,university,Software Engineer Manager,27.0,USA,African American,0,190596.0
31.0,Female,elementary,Software Engineer,6.0,USA,Asian,1,104378.0
26.0,Male,high school,Full Stack Engineer,3.0,UK,Welsh,0,70216.0
30.0,Female,high school,Project Engineer,5.0,China,White,1,101733.0
24.0,Male,elementary,Back end Developer,1.0,USA,Asian,0,55935.0
45.0,Male,high school,Software Engineer,21.0,USA,White,1,180367.0
33.0,Female,high school,Full Stack Engineer,9.0,China,Korean,0,135596.0
38.0,Male,elementary,Front end Developer,11.0,USA,Hispanic,0,136062.0
54.0,Female,university,Software Engineer Manager,32.0,USA,White,0,191267.0
42.0,Male,high school,Full Stack Engineer,19.0,China,Chinese,0,177347.0
29.0,Female,elementary,Full Stack Engineer,6.0,Canada,Black,0,103579.0
45.0,Male,high school,Software Engineer Manager,19.0,UK,Welsh,0,163780.0
36.0,Male,elementary,Front end Developer,12.0,China,Chinese,0,137878.0
30.0,Female,high school,Project Engineer,4.0,Canada,Black,1,92438.0
28.0,Male,high school,Full Stack Engineer,5.0,Canada,Asian,0,84181.0
46.0,Female,university,Software Engineer Manager,21.0,Canada,Asian,0,174821.0
34.0,Male,elementary,Back end Developer,10.0,China,Chinese,0,126520.0
44.0,Male,high school,Software Engineer,18.0,USA,White,1,152168.0
,Female,university,Software Engineer Manager,29.0,China,Korean,0,190543.0
35.0,Male,high school,Full Stack Engineer,9.0,Canada,Asian,0,131547.0
54.0,Male,elementary,Project Engineer,28.0,USA,African American,1,192292.0
23.0,Female,university,Back end Developer,1.0,UK,White,0,52807.0
46.0,Male,high school,Software Engineer,20.0,USA,African American,1,174938.0
33.0,Female,elementary,Full Stack Engineer,8.0,USA,Hispanic,0,124071.0
26.0,Male,high school,Front end Developer,3.0,Canada,White,0,73640.0
43.0,Female,,Software Engineer Manager,19.0,Australia,Asian,0,156486.0
36.0,Male,high school,Full Stack Engineer,11.0,USA,White,0,138859.0
23.0,Female,elementary,Project Engineer,0.0,China,White,1,52831.0
49.0,Male,high school,Software Engineer Manager,23.0,USA,Asian,0,182392.0
35.0,Female,high school,Full Stack Engineer,11.0,USA,Asian,0,151078.0
31.0,Male,elementary,Back end Developer,8.0,USA,White,0,100679.0
43.0,Male,high school,Full Stack Engineer,20.0,Canada,Black,0,167924.0
33.0,Female,high school,Project Engineer,10.0,Canada,Asian,1,113334.0
52.0,Female,university,Software Engineer Manager,29.0,Canada,Asian,0,194778.0
28.0,Male,elementary,Full Stack Engineer,4.0,USA,White,0,77606.0
36.0,Female,high school,Software Engineer,13.0,Australia,White,1,140010.0
43.0,Male,elementary,Project Engineer,20.0,Canada,Black,1,142421.0
50.0,Female,high school,Full Stack Engineer,24.0,Canada,Asian,0,192756.0
24.0,Male,university,Software Engineer Manager,1.0,USA,White,0,106686.0
52.0,Male,high school,Software Engineer,27.0,China,Korean,1,186794.0
,Female,elementary,Back end Developer,19.0,Australia,Asian,0,150729.0
38.0,Male,high school,Full Stack Engineer,15.0,Australia,Asian,0,171652.0
29.0,Male,elementary,Project Engineer,6.0,Canada,Black,1,88552.0
33.0,Female,,Front end Developer,9.0,Australia,White,0,119918.0
47.0,Male,university,Software Engineer Manager,21.0,Australia,Asian,0,174985.0
45.0,Female,high school,Software Engineer,23.0,USA,Hispanic,1,174336.0
28.0,Male,elementary,Back end Developer,4.0,UK,Mixed,0,72389.0
42.0,Female,high school,Full Stack Engineer,14.0,USA,Hispanic,0,163978.0
46.0,Male,elementary,Project Engineer,25.0,Australia,White,1,166958.0
38.0,Female,,Software Engineer Manager,15.0,Australia,Australian,0,145052.0
54.0,Male,high school,Software Engineer,32.0,UK,Asian,1,195270.0
33.0,Female,,Full Stack Engineer,8.0,Australia,White,0,122970.0
27.0,Male,university,Back end Developer,4.0,UK,Asian,0,80247.0
50.0,Female,,Project Engineer,25.0,USA,African American,1,177862.0
26.0,Male,high school,Full Stack Engineer,4.0,Canada,Black,0,91062.0
31.0,Female,high school,Software Engineer,6.0,Australia,White,1,114290.0
35.0,Male,elementary,Front end Developer,10.0,Canada,Black,0,128999.0
44.0,Female,university,Software Engineer Manager,18.0,UK,Welsh,0,162454.0
32.0,Male,high school,Project Engineer,8.0,China,Korean,1,122354.0
54.0,Male,elementary,Full Stack Engineer,25.0,USA,African American,0,179756.0
26.0,Female,,Front end Developer,3.0,USA,Hispanic,0,73218.0
23.0,Male,university,Software Engineer Manager,0.0,USA,African American,0,52612.0
48.0,Female,high school,Software Engineer,24.0,Australia,White,1,184480.0
,Male,elementary,Back end Developer,12.0,UK,Asian,0,132442.0
30.0,Female,high school,Full Stack Engineer,5.0,Canada,White,0,102828.0
40.0,Male,high school,Software Engineer Manager,16.0,Australia,Australian,0,150301.0
45.0,Female,elementary,Project Engineer,22.0,Australia,Asian,1,171468.0
36.0,Male,high school,Full Stack Engineer,13.0,China,White,0,147326.0
52.0,Male,university,Software Engineer Manager,26.0,China,Chinese,0,185982.0
31.0,Female,elementary,Software Engineer,7.0,UK,Welsh,1,108267.0
26.0,Male,high school,Full Stack Engineer,4.0,Australia,Australian,0,91397.0
30.0,Female,high school,Project Engineer,5.0,Australia,Australian,1,100867.0
24.0,Male,elementary,Back end Developer,2.0,USA,Hispanic,0,64182.0
45.0,Male,high school,Software Engineer,22.0,UK,White,1,182506.0
33.0,Female,high school,Full Stack Engineer,9.0,UK,Mixed,0,136986.0
38.0,Male,elementary,Front end Developer,11.0,Australia,White,0,136662.0
54.0,Female,university,Software Engineer Manager,32.0,UK,Welsh,0,191510.0
42.0,Male,high school,Full Stack Engineer,19.0,Canada,Asian,0,177347.0
28.0,Female,elementary,Project Engineer,3.0,USA,Asian,1,70397.0
34.0,Male,high school,Software Engineer Manager,9.0,China,White,0,146075.0
46.0,Female,elementary,Back end Developer,18.0,Canada,Asian,0,155795.0
35.0,Male,high school,Full Stack Engineer,9.0,China,Korean,0,132638.0
49.0,Female,university,Software Engineer Manager,22.0,Australia,White,0,178684.0
32.0,Male,elementary,Software Engineer,7.0,Australia,Asian,1,106218.0
54.0,Male,high school,Full Stack Engineer,28.0,Canada,White,0,191239.0
26.0,Female,high school,Front end Developer,2.0,USA,Asian,0,65840.0
23.0,Male,university,Software Engineer Manager,0.0,UK,Asian,0,52779.0
48.0,Female,high school,Software Engineer,23.0,Australia,Asian,1,185038.0
38.0,Male,elementary,Back end Developer,14.0,China,Korean,0,136449.0
30.0,Female,high school,Full Stack Engineer,6.0,China,Chinese,0,110707.0
40.0,Male,high school,Software Engineer Manager,17.0,USA,African American,0,151670.0
45.0,Female,elementary,Project Engineer,21.0,UK,White,1,167015.0
36.0,Male,high school,Full Stack Engineer,13.0,Australia,Asian,0,146508.0
52.0,Male,university,Software Engineer Manager,27.0,China,Chinese,0,190596.0
31.0,Female,elementary,Software Engineer,6.0,USA,African American,1,104378.0
26.0,Male,high school,Full Stack Engineer,3.0,China,Korean,0,70216.0
30.0,Female,high school,Project Engineer,5.0,China,Chinese,1,101733.0
24.0,Male,elementary,Back end Developer,1.0,UK,White,0,55935.0
45.0,Male,high school,Software Engineer,21.0,UK,Asian,1,180367.0
33.0,Female,high school,Full Stack Engineer,9.0,UK,Welsh,0,135596.0
38.0,Male,elementary,Front end Developer,11.0,UK,Asian,0,136062.0
54.0,Female,university,Software Engineer Manager,32.0,Australia,White,0,191267.0
42.0,Male,high school,Full Stack Engineer,19.0,UK,Asian,0,177347.0
28.0,Female,elementary,Project Engineer,3.0,China,Korean,1,70397.0
,Male,high school,Software Engineer Manager,9.0,USA,Hispanic,0,146075.0
46.0,Female,elementary,Back end Developer,18.0,USA,White,0,155795.0
35.0,Male,high school,Full Stack Engineer,9.0,UK,White,0,132638.0
49.0,Female,university,Software Engineer Manager,22.0,China,Chinese,0,178684.0
32.0,Male,elementary,Software Engineer,7.0,Canada,White,1,106218.0
,Male,high school,Full Stack Engineer,28.0,Australia,Australian,0,191239.0
26.0,Female,high school,Front end Developer,2.0,Australia,Australian,0,65840.0
23.0,Male,university,Software Engineer Manager,0.0,Australia,White,0,52779.0
48.0,Female,,Software Engineer,23.0,USA,White,1,185038.0
38.0,Male,elementary,Back end Developer,14.0,Canada,White,0,136449.0
,Female,high school,Full Stack Engineer,6.0,Canada,Asian,0,110707.0
40.0,Male,high school,Software Engineer Manager,17.0,USA,African American,0,151670.0
45.0,Female,elementary,Project Engineer,21.0,Canada,White,1,167015.0
36.0,Male,,Full Stack Engineer,13.0,China,Korean,0,146508.0
52.0,Male,university,Software Engineer Manager,27.0,USA,African American,0,190596.0
31.0,Female,elementary,Software Engineer,6.0,USA,Asian,1,104378.0
26.0,Male,high school,Full Stack Engineer,3.0,USA,African American,0,70216.0
30.0,Female,high school,Project Engineer,5.0,Australia,Australian,1,101733.0
,Male,,Back end Developer,1.0,China,Korean,0,55935.0
45.0,Male,high school,Software Engineer,21.0,UK,Mixed,1,180367.0
33.0,Female,high school,Full Stack Engineer,9.0,Australia,Australian,0,135596.0
38.0,Male,elementary,Front end Developer,11.0,China,White,0,136062.0
54.0,Female,university,Software Engineer Manager,32.0,Australia,Australian,0,191267.0
42.0,Male,high school,Full Stack Engineer,19.0,Australia,White,0,177347.0
29.0,Female,elementary,Full Stack Engineer,6.0,Australia,Australian,0,103579.0
45.0,Male,high school,Software Engineer Manager,19.0,China,Korean,0,163780.0
36.0,Male,elementary,Front end Developer,12.0,UK,Mixed,0,137878.0
30.0,Female,high school,Project Engineer,4.0,USA,Hispanic,1,92438.0
28.0,Male,high school,Full Stack Engineer,5.0,UK,White,0,84181.0
46.0,Female,university,Software Engineer Manager,21.0,UK,White,0,174821.0
34.0,Male,elementary,Back end Developer,10.0,USA,African American,0,126520.0
44.0,Male,high school,Software Engineer,18.0,UK,Welsh,1,152168.0
55.0,Female,,Software Engineer Manager,29.0,USA,White,0,190543.0
35.0,Male,high school,Full Stack Engineer,9.0,China,Chinese,0,131547.0
,Male,elementary,Project Engineer,28.0,UK,Mixed,1,192292.0
23.0,Female,university,Back end Developer,1.0,Australia,White,0,52807.0
46.0,Male,high school,Software Engineer,20.0,China,White,1,174938.0
33.0,Female,elementary,Full Stack Engineer,8.0,China,Korean,0,124071.0
26.0,Male,high school,Front end Developer,3.0,UK,Asian,0,73640.0
43.0,Female,university,Software Engineer Manager,19.0,USA,African American,0,156486.0
36.0,Male,high school,Full Stack Engineer,11.0,Canada,White,0,138859.0
23.0,Female,elementary,Project Engineer,0.0,USA,Asian,1,52831.0
49.0,Male,high school,Software Engineer Manager,23.0,UK,Asian,0,182392.0
,Female,high school,Full Stack Engineer,11.0,Canada,White,0,151078.0
31.0,Male,elementary,Back end Developer,8.0,Canada,White,0,100679.0
43.0,Male,,Full Stack Engineer,20.0,UK,Asian,0,167924.0
33.0,Female,high school,Project Engineer,10.0,Canada,White,1,113334.0
52.0,Female,university,Software Engineer Manager,29.0,UK,Welsh,0,194778.0
28.0,Male,,Full Stack Engineer,4.0,UK,Mixed,0,77606.0
36.0,Female,high school,Software Engineer,13.0,USA,Asian,1,140010.0
43.0,Male,elementary,Project Engineer,20.0,Canada,Black,1,142421.0
50.0,Female,high school,Full Stack Engineer,24.0,Canada,Asian,0,192756.0
24.0,Male,university,Software Engineer Manager,1.0,Australia,Asian,0,106686.0
52.0,Male,high school,Software Engineer,27.0,China,White,1,186794.0
46.0,Female,elementary,Back end Developer,19.0,USA,Asian,0,150729.0
38.0,Male,high school,Full Stack Engineer,15.0,UK,Welsh,0,171652.0
29.0,Male,elementary,Project Engineer,6.0,USA,Hispanic,1,88552.0
33.0,Female,high school,Front end Developer,9.0,USA,Asian,0,119918.0
47.0,Male,university,Software Engineer Manager,21.0,UK,Mixed,0,174985.0
45.0,Female,high school,Software Engineer,23.0,Australia,Asian,1,174336.0
28.0,Male,elementary,Back end Developer,4.0,China,Chinese,0,72389.0
42.0,Female,high school,Full Stack Engineer,14.0,Canada,Black,0,163978.0
46.0,Male,elementary,Project Engineer,25.0,UK,Asian,1,166958.0
38.0,Female,university,Software Engineer Manager,15.0,UK,Welsh,0,145052.0
54.0,Male,high school,Software Engineer,32.0,Canada,Asian,1,195270.0
33.0,Female,high school,Full Stack Engineer,8.0,Australia,White,0,122970.0
27.0,Male,university,Back end Developer,4.0,Australia,Australian,0,80247.0
50.0,Female,elementary,Project Engineer,25.0,Canada,White,1,177862.0
26.0,Male,high school,Full Stack Engineer,4.0,China,Korean,0,91062.0
31.0,Female,high school,Software Engineer,6.0,Canada,Asian,1,114290.0
35.0,Male,elementary,Front end Developer,10.0,USA,Asian,0,128999.0
44.0,Female,university,Software Engineer Manager,18.0,USA,African American,0,162454.0
32.0,Male,high school,Project Engineer,8.0,Canada,White,1,122354.0
54.0,Male,elementary,Full Stack Engineer,25.0,UK,Mixed,0,179756.0
26.0,Female,high school,Front end Developer,3.0,Canada,White,0,73218.0
23.0,Male,university,Software Engineer Manager,0.0,UK,White,0,52612.0
,Female,high school,Software Engineer,23.0,Canada,White,1,185038.0
38.0,Male,elementary,Back end Developer,12.0,UK,Asian,0,132442.0
30.0,Female,high school,Full Stack Engineer,5.0,USA,Hispanic,0,102828.0
40.0,Male,high school,Software Engineer Manager,16.0,Canada,Black,0,150301.0
45.0,Female,elementary,Project Engineer,22.0,Canada,Black,1,171468.0
36.0,Male,high school,Full Stack Engineer,13.0,Australia,Australian,0,147326.0
52.0,Male,university,Software Engineer Manager,26.0,Canada,Asian,0,185982.0
31.0,Female,elementary,Software Engineer,7.0,Australia,Australian,1,108267.0
26.0,Male,high school,Full Stack Engineer,3.0,Canada,Black,0,91397.0
30.0,Female,high school,Project Engineer,5.0,Canada,Black,1,100867.0
